{'cordi': [{0: 'JP-354', 1: 'BL-196', 2: 'SK-009', 3: 'SE-148'}, {0: 'JP-354', 1: 'BL-113', 2: 'SK-009', 3: 'SE-150'}, {0: 'JP-354', 1: 'BL-113', 2: 'SK-009', 3: 'SE-150'}]}
{'cordi': [{2: 'OP-156', 3: 'SE-276', 0: 'NONE-OUTER', 1: 'NONE-TOP'}, {2: 'OP-156', 3: 'SE-275', 0: 'NONE-OUTER', 1: 'NONE-TOP'}, {2: 'OP-156', 3: 'SE-095', 0: 'NONE-OUTER', 1: 'NONE-TOP'}]}
{'cordi': [{1: 'SH-042', 2: 'PT-542', 3: 'SE-039', 0: 'NONE-OUTER'}, {1: 'SH-042', 2: 'PT-536', 3: 'SE-039', 0: 'NONE-OUTER'}, {1: 'SH-042', 2: 'PT-536', 3: 'SE-039', 0: 'NONE-OUTER'}]}
{'cordi': [{0: 'CT-025', 1: 'BL-129', 2: 'PT-277', 3: 'SE-175'}, {0: 'CT-025', 1: 'BL-129', 2: 'PT-277', 3: 'SE-091'}, {0: 'CT-025', 1: 'BL-129', 2: 'PT-277', 3: 'SE-091'}]}
{'cordi': [{0: 'JK-100', 1: 'KN-395', 2: 'PT-278', 3: 'SE-296'}, {0: 'JK-177', 1: 'KN-395', 2: 'PT-278', 3: 'SE-129'}, {0: 'JK-177', 1: 'KN-395', 2: 'PT-278', 3: 'SE-129'}]}
{'cordi': [{0: 'CT-123', 1: 'BL-285', 2: 'SK-447', 3: 'SE-148'}, {0: 'CT-123', 1: 'BL-285', 2: 'SK-447', 3: 'SE-148'}, {0: 'CT-123', 1: 'BL-285', 2: 'SK-447', 3: 'SE-148'}]}
{'cordi': [{0: 'JK-360', 2: 'OP-182', 3: 'SE-210', 1: 'NONE-TOP'}, {0: 'JK-360', 2: 'OP-182', 3: 'SE-299', 1: 'NONE-TOP'}, {0: 'JK-360', 2: 'OP-182', 3: 'SE-135', 1: 'NONE-TOP'}]}
{'cordi': [{1: 'SH-067', 2: 'PT-002', 3: 'SE-017', 0: 'NONE-OUTER'}, {1: 'SH-067', 2: 'PT-277', 3: 'SE-017', 0: 'NONE-OUTER'}, {1: 'SH-067', 2: 'PT-277', 3: 'SE-117', 0: 'NONE-OUTER'}]}
{'cordi': [{0: 'JK-004', 1: 'SH-156', 2: 'PT-018', 3: 'SE-273'}, {0: 'JK-004', 1: 'SH-156', 2: 'PT-018', 3: 'SE-214'}, {0: 'JK-004', 1: 'SH-219', 2: 'PT-018', 3: 'SE-086'}]}
{'cordi': [{0: 'CD-324', 2: 'OP-118', 3: 'SE-273', 1: 'NONE-TOP'}, {0: 'CD-324', 2: 'OP-149', 3: 'SE-273', 1: 'NONE-TOP'}, {0: 'CD-324', 2: 'OP-177', 3: 'SE-273', 1: 'NONE-TOP'}]}
{'cordi': [{0: 'CT-412', 1: 'SH-218', 2: 'PT-203', 3: 'SE-271'}, {0: 'CT-412', 1: 'SH-218', 2: 'PT-203', 3: 'SE-253'}, {0: 'CT-414', 1: 'SH-218', 2: 'PT-550', 3: 'SE-250'}]}
{'cordi': [{0: 'JK-243', 1: 'SW-116', 2: 'PT-203', 3: 'SE-050'}, {0: 'VT-166', 1: 'SW-116', 2: 'PT-203', 3: 'SE-127'}, {0: 'VT-166', 1: 'KN-649', 2: 'PT-203', 3: 'SE-127'}]}
{'cordi': [{0: 'CT-017', 1: 'BL-196', 2: 'SK-349', 3: 'SE-222'}, {0: 'CT-017', 1: 'BL-103', 2: 'SK-349', 3: 'SE-222'}, {0: 'CT-162', 1: 'BL-154', 2: 'SK-349', 3: 'SE-141'}]}
{'cordi': [{0: 'JK-260', 1: 'BL-286', 2: 'SK-351', 3: 'SE-006'}, {0: 'JK-260', 1: 'SH-073', 2: 'SK-351', 3: 'SE-006'}, {0: 'JK-260', 1: 'SH-073', 2: 'SK-351', 3: 'SE-150'}]}
{'cordi': [{2: 'OP-149', 3: 'SE-015', 0: 'NONE-OUTER', 1: 'NONE-TOP'}, {2: 'OP-149', 3: 'SE-084', 0: 'NONE-OUTER', 1: 'NONE-TOP'}, {2: 'OP-149', 3: 'SE-088', 0: 'NONE-OUTER', 1: 'NONE-TOP'}]}
{'cordi': [{0: 'CD-038', 1: 'SH-216', 2: 'PT-538', 3: 'SE-296'}, {0: 'CD-038', 1: 'SH-221', 2: 'PT-538', 3: 'SE-297'}, {0: 'CT-095', 1: 'SH-221', 2: 'PT-694', 3: 'SE-297'}]}
{'cordi': [{0: 'JK-264', 1: 'KN-500', 2: 'PT-268', 3: 'SE-146'}, {0: 'JK-264', 1: 'KN-258', 2: 'PT-268', 3: 'SE-146'}, {0: 'JK-264', 1: 'KN-258', 2: 'PT-268', 3: 'SE-146'}]}
{'cordi': [{2: 'OP-197', 3: 'SE-152', 0: 'NONE-OUTER', 1: 'NONE-TOP'}, {2: 'OP-197', 3: 'SE-226', 0: 'NONE-OUTER', 1: 'NONE-TOP'}, {2: 'OP-197', 3: 'SE-218', 0: 'NONE-OUTER', 1: 'NONE-TOP'}]}
{'cordi': [{0: 'JK-101', 1: 'KN-395', 2: 'PT-211', 3: 'SE-312'}, {0: 'JK-524', 1: 'KN-395', 2: 'PT-211', 3: 'SE-002'}, {0: 'JK-524', 1: 'KN-395', 2: 'PT-211', 3: 'SE-002'}]}
{'cordi': [{0: 'CT-414', 1: 'SW-062', 2: 'PT-203', 3: 'SE-250'}, {0: 'CT-410', 1: 'SW-062', 2: 'PT-203', 3: 'SE-250'}, {0: 'CT-410', 1: 'SW-062', 2: 'PT-203', 3: 'SE-250'}]}
{'cordi': [{0: 'CT-300', 1: 'SW-329', 2: 'SK-275', 3: 'SE-115'}, {0: 'CT-300', 1: 'SW-329', 2: 'SK-120', 3: 'SE-115'}, {0: 'CT-300', 1: 'BL-148', 2: 'PT-416', 3: 'SE-115'}]}
{'cordi': [{0: 'CT-025', 2: 'OP-175', 3: 'SE-027', 1: 'NONE-TOP'}, {0: 'CT-261', 2: 'OP-175', 3: 'SE-027', 1: 'NONE-TOP'}, {0: 'CT-261', 2: 'OP-175', 3: 'SE-027', 1: 'NONE-TOP'}]}
{'cordi': [{0: 'JK-264', 1: 'SW-170', 2: 'PT-268', 3: 'SE-170'}, {0: 'JK-230', 1: 'SW-170', 2: 'PT-268', 3: 'SE-170'}, {0: 'JK-230', 1: 'SW-170', 2: 'PT-268', 3: 'SE-170'}]}
{'cordi': [{0: 'JK-412', 1: 'BL-142', 2: 'PT-537', 3: 'SE-146'}, {0: 'JK-412', 1: 'BL-127', 2: 'PT-537', 3: 'SE-146'}, {0: 'JK-412', 1: 'BL-127', 2: 'PT-533', 3: 'SE-146'}]}
{'cordi': [{0: 'JK-430', 1: 'BL-011', 2: 'SK-281', 3: 'SE-155'}, {0: 'JK-430', 1: 'BL-011', 2: 'SK-447', 3: 'SE-155'}, {0: 'JK-009', 1: 'BL-011', 2: 'SK-446', 3: 'SE-155'}]}
{'cordi': [{0: 'JK-243', 1: 'SW-091', 2: 'PT-265', 3: 'SE-007'}, {0: 'JK-132', 1: 'SW-091', 2: 'PT-265', 3: 'SE-007'}, {0: 'JK-192', 1: 'SW-091', 2: 'PT-265', 3: 'SE-007'}]}
{'cordi': [{0: 'CD-322', 2: 'OP-238', 3: 'SE-152', 1: 'NONE-TOP'}, {0: 'CD-322', 2: 'OP-238', 3: 'SE-156', 1: 'NONE-TOP'}, {0: 'CD-141', 2: 'OP-238', 3: 'SE-276', 1: 'NONE-TOP'}]}
{'cordi': [{0: 'CT-050', 1: 'SH-220', 2: 'PT-211', 3: 'SE-021'}, {0: 'JK-101', 1: 'SH-220', 2: 'PT-035', 3: 'SE-021'}, {0: 'JK-101', 1: 'SH-220', 2: 'PT-035', 3: 'SE-041'}]}
{'cordi': [{0: 'JK-325', 1: 'KN-492', 2: 'OP-130', 3: 'SE-039'}, {0: 'JK-091', 1: 'KN-492', 2: 'OP-130', 3: 'SE-039'}, {0: 'JK-163', 1: 'KN-492', 2: 'OP-130', 3: 'SE-039'}]}
{'cordi': [{0: 'JK-515', 1: 'KN-490', 2: 'SK-204', 3: 'SE-080'}, {0: 'JK-515', 1: 'KN-490', 2: 'SK-020', 3: 'SE-092'}, {0: 'JK-515', 1: 'KN-490', 2: 'SK-009', 3: 'SE-027'}]}
{'cordi': [{0: 'CD-105', 1: 'SW-094', 2: 'PT-550', 3: 'SE-252'}, {0: 'CD-105', 1: 'SW-094', 2: 'PT-002', 3: 'SE-039'}, {0: 'CD-105', 1: 'SW-094', 2: 'SK-272', 3: 'SE-039'}]}
{'cordi': [{1: 'SH-218', 2: 'PT-550', 3: 'SE-062', 0: 'NONE-OUTER'}, {1: 'SH-216', 2: 'PT-550', 3: 'SE-062', 0: 'NONE-OUTER'}, {1: 'SH-221', 2: 'PT-550', 3: 'SE-062', 0: 'NONE-OUTER'}]}
{'cordi': [{1: 'KN-206', 2: 'PT-018', 3: 'SE-206', 0: 'NONE-OUTER'}, {1: 'KN-207', 2: 'PT-018', 3: 'SE-031', 0: 'NONE-OUTER'}, {1: 'KN-207', 2: 'PT-710', 3: 'SE-031', 0: 'NONE-OUTER'}]}
{'cordi': [{0: 'CD-109', 1: 'KN-492', 2: 'SK-218', 3: 'SE-267'}, {0: 'CD-109', 1: 'SW-127', 2: 'SK-218', 3: 'SE-120'}, {0: 'CD-328', 1: 'KN-489', 2: 'PT-415', 3: 'SE-096'}]}
{'cordi': [{1: 'BL-172', 2: 'PT-552', 3: 'SE-155', 0: 'NONE-OUTER'}, {1: 'BL-172', 2: 'PT-171', 3: 'SE-155', 0: 'NONE-OUTER'}, {1: 'BL-172', 2: 'SK-340', 3: 'SE-155', 0: 'NONE-OUTER'}]}
{'cordi': [{1: 'SH-216', 2: 'PT-542', 3: 'SE-303', 0: 'NONE-OUTER'}, {1: 'SH-219', 2: 'PT-002', 3: 'SE-303', 0: 'NONE-OUTER'}, {1: 'SH-219', 2: 'SK-272', 3: 'SE-303', 0: 'NONE-OUTER'}]}
{'cordi': [{0: 'JP-490', 1: 'KN-500', 2: 'PT-010', 3: 'SE-102'}, {0: 'JP-490', 1: 'KN-123', 2: 'PT-010', 3: 'SE-102'}, {0: 'JP-491', 1: 'KN-168', 2: 'PT-010', 3: 'SE-102'}]}
{'cordi': [{0: 'CT-210', 1: 'SW-002', 2: 'SK-009', 3: 'SE-257'}, {0: 'CT-210', 1: 'SW-002', 2: 'SK-371', 3: 'SE-282'}, {0: 'CT-210', 1: 'SW-206', 2: 'SK-371', 3: 'SE-282'}]}
{'cordi': [{0: 'CT-225', 1: 'SW-136', 2: 'PT-211', 3: 'SE-283'}, {0: 'CT-225', 1: 'SW-136', 2: 'PT-211', 3: 'SE-250'}, {0: 'CT-225', 1: 'SW-136', 2: 'PT-211', 3: 'SE-006'}]}
{'cordi': [{0: 'JK-101', 1: 'SH-216', 2: 'SK-263', 3: 'SE-149'}, {0: 'JK-101', 1: 'SH-077', 2: 'SK-263', 3: 'SE-141'}, {0: 'JK-101', 1: 'SH-077', 2: 'SK-263', 3: 'SE-053'}]}
{'cordi': [{1: 'SH-073', 2: 'PT-279', 3: 'SE-012', 0: 'NONE-OUTER'}, {1: 'SH-073', 2: 'PT-279', 3: 'SE-029', 0: 'NONE-OUTER'}, {1: 'BL-098', 2: 'PT-010', 3: 'SE-102', 0: 'NONE-OUTER'}]}
{'cordi': [{0: 'CT-202', 1: 'BL-240', 2: 'PT-279', 3: 'SE-013'}, {0: 'CT-202', 1: 'BL-240', 2: 'PT-279', 3: 'SE-009'}, {0: 'CT-202', 1: 'BL-240', 2: 'PT-279', 3: 'SE-215'}]}
{'cordi': [{0: 'JK-524', 1: 'SW-127', 2: 'PT-544', 3: 'SE-312'}, {0: 'JK-524', 1: 'SW-127', 2: 'PT-545', 3: 'SE-310'}, {0: 'JK-524', 1: 'SW-239', 2: 'PT-551', 3: 'SE-023'}]}
{'cordi': [{0: 'JK-101', 1: 'SH-218', 2: 'PT-550', 3: 'SE-157'}, {0: 'JK-101', 1: 'SH-221', 2: 'PT-060', 3: 'SE-157'}, {0: 'JK-101', 1: 'SH-221', 2: 'PT-060', 3: 'SE-157'}]}
{'cordi': [{0: 'CT-005', 1: 'SH-150', 2: 'SK-009', 3: 'SE-144'}, {0: 'CT-005', 1: 'BL-094', 2: 'SK-009', 3: 'SE-088'}, {0: 'CT-005', 1: 'BL-094', 2: 'SK-009', 3: 'SE-088'}]}
{'cordi': [{0: 'JK-088', 1: 'BL-116', 2: 'SK-269', 3: 'SE-142'}, {0: 'JK-088', 1: 'BL-005', 2: 'SK-272', 3: 'SE-142'}, {0: 'JK-088', 1: 'BL-005', 2: 'SK-272', 3: 'SE-142'}]}
{'cordi': [{0: 'CD-326', 1: 'KN-493', 2: 'SK-260', 3: 'SE-142'}, {0: 'VT-167', 1: 'KN-493', 2: 'SK-446', 3: 'SE-142'}, {0: 'VT-167', 1: 'KN-493', 2: 'SK-446', 3: 'SE-142'}]}
{'cordi': [{0: 'CD-328', 2: 'OP-193', 3: 'SE-276', 1: 'NONE-TOP'}, {0: 'CD-322', 2: 'OP-189', 3: 'SE-276', 1: 'NONE-TOP'}, {0: 'CD-322', 2: 'OP-189', 3: 'SE-276', 1: 'NONE-TOP'}]}
{'cordi': [{0: 'JK-512', 1: 'SW-330', 2: 'PT-548', 3: 'SE-276'}, {0: 'JK-512', 1: 'SW-329', 2: 'PT-548', 3: 'SE-276'}, {0: 'JK-512', 1: 'KN-491', 2: 'PT-545', 3: 'SE-276'}]}
{'cordi': [{0: 'JK-326', 1: 'SH-073', 2: 'SK-085', 3: 'SE-013'}, {0: 'JK-076', 1: 'SH-073', 2: 'SK-131', 3: 'SE-013'}, {0: 'JK-076', 1: 'SH-073', 2: 'SK-131', 3: 'SE-013'}]}
{'cordi': [{0: 'CT-017', 1: 'BL-064', 2: 'PT-537', 3: 'SE-152'}, {0: 'CT-017', 1: 'BL-064', 2: 'PT-537', 3: 'SE-151'}, {0: 'CT-017', 1: 'BL-064', 2: 'SK-120', 3: 'SE-118'}]}
{'cordi': [{1: 'BL-198', 2: 'PT-018', 3: 'SE-164', 0: 'NONE-OUTER'}, {1: 'BL-198', 2: 'SK-020', 3: 'SE-154', 0: 'NONE-OUTER'}, {1: 'BL-198', 2: 'SK-024', 3: 'SE-154', 0: 'NONE-OUTER'}]}
{'cordi': [{0: 'VT-169', 1: 'SH-073', 2: 'PT-018', 3: 'SE-039'}, {0: 'VT-169', 1: 'KN-493', 2: 'PT-018', 3: 'SE-042'}, {0: 'VT-117', 1: 'KN-493', 2: 'PT-710', 3: 'SE-042'}]}
{'cordi': [{0: 'JK-076', 1: 'SH-216', 2: 'SK-266', 3: 'SE-170'}, {0: 'JK-076', 1: 'SH-112', 2: 'SK-266', 3: 'SE-170'}, {0: 'JK-076', 1: 'KN-397', 2: 'SK-266', 3: 'SE-148'}]}
{'cordi': [{0: 'CD-058', 1: 'BL-094', 2: 'SK-222', 3: 'SE-148'}, {0: 'CD-137', 1: 'BL-094', 2: 'SK-355', 3: 'SE-148'}, {0: 'JK-171', 1: 'BL-094', 2: 'SK-371', 3: 'SE-016'}]}
{'cordi': [{0: 'CT-005', 1: 'BL-161', 2: 'PT-002', 3: 'SE-039'}, {0: 'CT-005', 1: 'BL-005', 2: 'PT-002', 3: 'SE-039'}, {0: 'CT-005', 1: 'BL-008', 2: 'PT-002', 3: 'SE-039'}]}
{'cordi': [{0: 'CD-322', 2: 'OP-028', 3: 'SE-157', 1: 'NONE-TOP'}, {0: 'CD-322', 2: 'OP-028', 3: 'SE-058', 1: 'NONE-TOP'}, {0: 'CD-322', 2: 'OP-028', 3: 'SE-182', 1: 'NONE-TOP'}]}
{'cordi': [{0: 'JK-076', 1: 'SH-073', 2: 'SK-260', 3: 'SE-013'}, {0: 'JK-076', 1: 'SH-073', 2: 'SK-131', 3: 'SE-013'}, {0: 'JK-326', 1: 'SH-167', 2: 'SK-250', 3: 'SE-175'}]}
{'cordi': [{0: 'JK-261', 1: 'KN-489', 2: 'SK-351', 3: 'SE-080'}, {0: 'JK-261', 1: 'KN-489', 2: 'SK-351', 3: 'SE-223'}, {0: 'JK-261', 1: 'KN-490', 2: 'SK-351', 3: 'SE-231'}]}
{'cordi': [{0: 'JK-260', 2: 'OP-188', 3: 'SE-152', 1: 'NONE-TOP'}, {0: 'JK-260', 2: 'OP-188', 3: 'SE-274', 1: 'NONE-TOP'}, {0: 'JK-396', 2: 'OP-188', 3: 'SE-089', 1: 'NONE-TOP'}]}
{'cordi': [{0: 'CD-109', 1: 'SH-067', 2: 'PT-545', 3: 'SE-273'}, {0: 'CD-051', 1: 'SH-146', 2: 'PT-545', 3: 'SE-273'}, {0: 'VT-088', 1: 'SH-216', 2: 'PT-552', 3: 'SE-170'}]}
{'cordi': [{0: 'CD-109', 1: 'SH-216', 2: 'SK-263', 3: 'SE-273'}, {0: 'CD-109', 1: 'SH-216', 2: 'SK-195', 3: 'SE-273'}, {0: 'CD-109', 1: 'SH-216', 2: 'SK-044', 3: 'SE-273'}]}
{'cordi': [{1: 'SW-320', 2: 'PT-542', 3: 'SE-222', 0: 'NONE-OUTER'}, {1: 'SW-320', 2: 'PT-542', 3: 'SE-057', 0: 'NONE-OUTER'}, {1: 'SW-320', 2: 'PT-542', 3: 'SE-056', 0: 'NONE-OUTER'}]}
{'cordi': [{0: 'JK-088', 1: 'SH-146', 2: 'SK-256', 3: 'SE-092'}, {0: 'JK-324', 1: 'SH-062', 2: 'SK-256', 3: 'SE-092'}, {0: 'JK-324', 1: 'SH-062', 2: 'SK-256', 3: 'SE-092'}]}
{'cordi': [{0: 'JK-511', 2: 'OP-236', 3: 'SE-175', 1: 'NONE-TOP'}, {0: 'JK-511', 2: 'OP-236', 3: 'SE-175', 1: 'NONE-TOP'}, {0: 'JK-511', 2: 'OP-236', 3: 'SE-175', 1: 'NONE-TOP'}]}
{'cordi': [{1: 'SH-092', 2: 'PT-544', 3: 'SE-266', 0: 'NONE-OUTER'}, {1: 'SW-324', 2: 'PT-544', 3: 'SE-310', 0: 'NONE-OUTER'}, {1: 'SW-324', 2: 'PT-544', 3: 'SE-150', 0: 'NONE-OUTER'}]}
{'cordi': [{0: 'JK-423', 1: 'KN-487', 2: 'OP-156', 3: 'SE-152'}, {0: 'CT-066', 1: 'BL-218', 2: 'PT-544', 3: 'SE-089'}, {0: 'CT-066', 1: 'BL-218', 2: 'PT-544', 3: 'SE-089'}]}
{'cordi': [{1: 'BL-001', 2: 'SK-449', 3: 'SE-282', 0: 'JK-160'}, {1: 'BL-001', 2: 'SK-449', 3: 'SE-282', 0: 'JK-160'}, {1: 'BL-001', 2: 'SK-449', 3: 'SE-282', 0: 'JK-160'}]}
{'cordi': [{0: 'JK-419', 1: 'BL-134', 2: 'PT-550', 3: 'SE-146'}, {0: 'JK-419', 1: 'BL-103', 2: 'PT-550', 3: 'SE-146'}, {0: 'JK-419', 1: 'SW-189', 2: 'PT-546', 3: 'SE-146'}]}
{'cordi': [{1: 'KN-123', 2: 'PT-002', 3: 'SE-109', 0: 'NONE-OUTER'}, {1: 'SW-078', 2: 'PT-002', 3: 'SE-109', 0: 'NONE-OUTER'}, {1: 'SW-078', 2: 'SK-272', 3: 'SE-109', 0: 'NONE-OUTER'}]}
{'cordi': [{1: 'SH-062', 2: 'PT-546', 3: 'SE-087', 0: 'NONE-OUTER'}, {1: 'BL-011', 2: 'PT-010', 3: 'SE-214', 0: 'NONE-OUTER'}, {1: 'BL-323', 2: 'SK-272', 3: 'SE-214', 0: 'NONE-OUTER'}]}
{'cordi': [{0: 'JK-374', 1: 'SH-112', 2: 'SK-266', 3: 'SE-156'}, {0: 'JK-374', 1: 'SH-042', 2: 'SK-266', 3: 'SE-156'}, {0: 'JK-036', 1: 'SW-062', 2: 'PT-549', 3: 'SE-097'}]}
